Label,Sublabel,Title,Description
Environmental Benefit,electric cars and climate change,India reportedly orders Uber and rival Ola to electrify 40% of fleets by 2026,"India appears to be doubling down on its push to replace gasoline and diesel vehicles on its streets with environment friendly electric cars. The government plans to order ride hailing firms such as Uber and Ola, that operate hundreds of thousands of cars in …"
Environmental Benefit,electric cars and climate change,"Tesla, GM and Nissan are all part of a new coalition aiming to extend the EV tax credit","Tesla, GM and Nissan are among a group of 15 companies that launched a new coalition aimed at reforming the electric vehicle tax credit. The group called EV Drive Coalition brings together a mix of automakers, industry giant ABB, climate change and energy lob…"
Environmental Benefit,electric cars and climate change,The Verge’s guide to the 2024 presidential election,Vice President Kamala Harris is taking on former President Donald Trump. The election will determine the future of everything from electric cars to the entire legal system to to our democracy itself.
Environmental Benefit,electric cars and climate change,The UK moves up deadline to ban the sale of combustion-engine vehicles,"The UK plans to end the sale of new internal combustion vehicles by 2030, and stop sales of new hybrid vehicles by 2035. UK Prime Minister Boris Johnson made the announcement as part of a sweeping new plan to address climate change."
Environmental Benefit,electric cars and climate change,California will require all passenger vehicles sold in the state be zero-emission by 2035,"California Governor Gavin Newsom issued an executive order on Wednesday requiring sales of all new passenger vehicles be zero-emission by 2035. The new order would be a huge boost for electric vehicles, and vehicles using alternative fuels like hydrogen, and …"
Environmental Benefit,electric cars and climate change,EVgo to go public via SPAC in bid to power EV charging expansion,"EVgo, the wholly owned subsidiary of LS Power that owns and operates public fast chargers for electric vehicles, has reached a deal to become a publicly traded company through a merger with special-purpose acquisition company Climate Change Crisis Real Impact…"
Environmental Benefit,electric cars and climate change,"Well, Bill Gates is never going to buy a Tesla now","Elon Musk is not one to mince words, but he may have just lost a potential customer because of a cutting tweet. That customer is renowned big deal Bill Gates, who sat down recently with YouTuber Marques Brownlee, who joined the platform in 2009 and has amasse…"
Environmental Benefit,electric cars and climate change,Climate change: Is ‘blue hydrogen’ Japan’s answer to coal?,The Fukushima disaster turned Japan away from nuclear. A new energy source may help it quit coal.
Environmental Benefit,electric cars and climate change,Polestar now supports Apple CarPlay after an over-the-air software update,"Polestar, which famously makes electric vehicles with native Google operating systems, is now able to support Apple CarPlay."
Environmental Benefit,electric cars and climate change,The bumpy road to India's electric car revolution,New investments and incentives are making electric vehicles more viable. But is India ready for the change?
Environmental Benefit,electric cars and climate change,Volvo to roll out a new electric vehicle every year through 2025,"Volvo Cars used the unveiling of the XC40 Recharge, its first electric vehicle, to lay out an ambitious business strategy that includes introducing out a new EV every year through 2025 and slashing the carbon footprint of the lifecycle of every car and SUV it…"
Environmental Benefit,electric cars and climate change,This election will decide what kind of car you’ll buy,"Trump has promised to roll back Biden’s EV policies on “day one,” while Harris has avoided wading into the bizarre politicization of electric vehicles."
Environmental Benefit,electric cars and climate change,Climate change: UN warns key warming threshold slipping from sight,"The past 12 months have been a ""wasted year"" on climate change says the UN Environment Programme."
Environmental Benefit,electric cars and climate change,Secretary Pete Buttigieg on the future of transportation,"Transportation Secretary Pete Buttigieg has been tasked with leading the effort on President Joe Biden’s massive $2 trillion infrastructure package. Buttigieg, a former mayor and presidential candidate, spoke to The Verge about how the plan “future-proofs” th…"
Environmental Benefit,electric cars and climate change,New York becomes largest US city to ban new gas hookups,New York City is the biggest city yet in the US to pass a policy that ends the use of natural gas for heating and cooking in new buildings. The measure is aimed at slashing greenhouse gas emissions that fuel climate change.
Environmental Benefit,electric cars and climate change,"New York City votes to block new licenses for electric taxis, snubbing Revel’s Tesla plans","New York City’s Taxi and Limousine Commission voted to stop issuing for-hire vehicle licenses to electric vehicles, blocking moped company Revel’s plan to launch a fleet of Tesla taxis. The agency argued it wants to prevent congestion."
Environmental Benefit,electric cars and climate change,"Climate change: Should you fly, drive or take the train?",How should you travel to reduce your carbon footprint?
Environmental Benefit,electric cars and climate change,Fisker is building an electric popemobile,"Electric vehicle startup Fisker Inc. says it’s building a custom version of its Ocean SUV for the Vatican, to be used as the so-called popemobile. Fisker says it will deliver the SUV next year."
Environmental Benefit,electric cars and climate change,Auto supplier Continental shifts gears — and its capital — to an electric future,"Continental AG, a global auto-parts supplier, will no longer invest in parts used in internal combustion engines, the latest sign that the automotive industry is being forced to respond to increasingly strict emissions laws. Instead, the company said it will …"
Environmental Benefit,electric cars and climate change,Polestar raises $500M from outside investors as EV market grows,"Polestar, Volvo Car Group’s standalone electric performance brand, has raised $550 million in its first external round led by Chongqing Chengxing Equity Investment Fund Partnership, Zibo Financial Holding and Zibo Hightech Industrial Investment. SK Inc., the …"
Environmental Benefit,electric cars and climate change,"Hydrogen cars flopped, but fuel cells are finding new life in trucks and boats","Hydrogen cars flopped, but some companies are still investing into the technology for larger projects like mining trucks, cement mixers, and terminal tractors  However, they still face running into the same challenges around price and fueling."
Environmental Benefit,electric cars and climate change,"Toyota, Honda urge Congress to reject expanded tax incentive that would benefit Ford, GM, Stellantis",Toyota Motor and Honda are urging legislators to reject a bill that would expand tax incentives for union-made electric vehicles that are built in the United States. The proposal – which Toyota blasted as “blatantly biased” and “exorbitant” in a letter to Con…
Environmental Benefit,electric cars and climate change,"American utilities aren’t living up to their climate pledges, new report finds","Many utilities in the US with climate goals are guilty of “greenwashing,” according to a new report. It identifies the “worst offenders” clinging to fossil fuels even though they’ve pledged to transition to clean energy."
Environmental Benefit,electric cars and climate change,"With its Greenlots acquisition, Shell is moving from gas stations to charging stations","In a bid to show that it’s getting ready for the electrification of American roads, Royal Dutch Shell is buying Greenlots, a Los Angeles-based developer of electric vehicle charging and energy management technologies. Shell, which is making the acquisition th…"
Environmental Benefit,electric cars and climate change,California bill would require all self-driving vehicles to be zero emission by 2025,"California might be the first state to give self-driving cars a deadline to electrify. In mid-February, a bill was quietly introduced into the California State Legislature that would require all autonomous vehicles to also be zero emission by 2025. Proposed B…"
Environmental Benefit,electric cars and climate change,Klima publicly launches its consumer-focused carbon offset app,"Andreas Pursian, Markus Gilles, and Jonas Brandau, the three co-founders of Klima, an app focused on helping consumers understand and offset their carbon emissions, first found entrepreneurial success at Hyper. The mobile magazine publishing toolkit they deve…"
Environmental Benefit,electric cars and climate change,"Toyota is giving automakers free access to nearly 24,000 hybrid car-related patents","Toyota said Wednesday it will give royalty-free access to its nearly 24,000 patents related to electrification technology and systems through 2030 in a move that aims encourage rival automakers to adopt the low-emissions and fuel-saving technology. Collective…"
Environmental Benefit,electric cars and climate change,How energy flexibility can save us money and cut carbon,Making energy supply to homes and businesses more flexible could help the UK meet its climate goals.
Environmental Benefit,electric cars and climate change,COP27: What have global leaders done on climate change in 2022?,"With COP27 about to get under way, which nations have taken a lead and which have fallen behind since the last UN climate summit?"
Environmental Benefit,electric cars and climate change,Sport at COP26 – what did we learn from the climate summit?,What did we learn about how sport can help in the fight against climate change at the COP26 summit in Glasgow?
Environmental Benefit,electric cars and climate change,GM says all of its EVs will be able to power your home by 2026,"GM says all of its electric vehicles will have bidirectional vehicle-to-home charging capabilities by 2026. The first EV will be the electric Chevy Silverado, due out later this year."
Environmental Benefit,electric cars and climate change,US unveils stricter tailpipe emissions standards for new vehicles,Transportation Secretary Pete Buttigieg announced stricter fuel economy standards that will require the average US vehicle to achieve 49 miles per gallon by 2026.
Environmental Benefit,electric cars and climate change,Climate change: Where we are in seven charts and what you can do to help,"As representatives gather in Poland for talks on climate change, we look at how hot the world has got and what can we can all do to tackle global warming."
Environmental Benefit,electric cars and climate change,The grid needs to smarten up to reach clean energy goals,"To switch from dirty fossil fuels to clean energy, the US needs a smart grid. After years of underinvestment, climate goals could finally push the grid to modernize."
Environmental Benefit,electric cars and climate change,Deep tech VCs on what they view as some of the most impactful young startups right now,"During this week’s Democratic debate, there was a lot of talk, unsurprisingly, about ensuring the future of this country’s children and grandchildren. Climate change was of particular interest to billionaire Tom Steyer, who said repeatedly that addressing it …"
Environmental Benefit,electric cars and climate change,Joe Biden: How the president-elect plans to tackle climate change,What will a Joe Biden presidency mean for the global battle against rising temperatures?
Environmental Benefit,electric cars and climate change,"Walmart, Ikea, and Amazon have a dirty shipping problem","A new report is the first to trace greenhouse gas emissions and air pollution from container shipping back to major US retailers. Just fifteen companies including Walmart, Target, Ikea, and Amazon are responsible for more pollution at sea than tens of million…"
Environmental Benefit,electric cars and climate change,Daily Crunch: Facebook bans deepfakes,"The Daily Crunch is TechCrunch’s roundup of our biggest and most important stories. If you’d like to get this delivered to your inbox every day at around 9am Pacific, you can subscribe here. 1. Facebook bans deceptive deepfakes and some misleadingly modified …"
Environmental Benefit,electric cars and climate change,"Biden signs tax, health and climate bill into law","The president hails the $700bn (£579bn) bill as the ""final piece"" of his long-stalled domestic agenda."
Environmental Benefit,electric cars and climate change,Gravity is launching an indoor charging hub in NYC with plans to scale,"Electric vehicle fleet and infrastructure startup Gravity thinks it has cracked the code for urban EV charging infrastructure.  The company, which was founded in February this year, announced its construction project to convert an indoor parking garage in the…"
Environmental Benefit,electric cars and climate change,"Bolt, the European on-demand transport company, raises $109M on a $1.9B valuation","Bolt, a rival to Uber and others providing on-demand ridesharing, scooters and other transportation services across some 150 cities in Europe and Africa, is today announcing another capital raise as it weathers a difficult market climate where, because of COV…"
Environmental Benefit,electric cars and climate change,California is ready to drag the rest of the US into the EV age,The measure will likely cause a domino effect for the future of EVs in the rest of the country.
Environmental Benefit,electric cars and climate change,Moove raises $23M to create flexible options for drivers to own cars in Africa,"Africa is home to more than a billion people where a majority have limited or no access to vehicle financing. In fact, the continent has the lowest per capita vehicle ownership in the world. In 2019, Africa had fewer than 900,000 new vehicle sales. The U.S. s…"
Environmental Benefit,electric cars and climate change,Germany plans €54bn climate deal amid 500 protests,"Angela Merkel's government agrees to cut CO2 emissions faster, but protesters say it is not enough."
Environmental Benefit,electric cars and climate change,The 2021 Escalade’s curved screens are a taste of what’s to come,"Cadillac has unveiled the 2021 Escalade, and the most startling new feature is a massive set of three displays clustered around the steering wheel. It’s another sign that automakers big and small are willing to put more and more screens in cars."
Environmental Benefit,electric cars and climate change,Australia election 2022: What will the vote mean for climate policies?,"The outcome could be very significant for the climate, says one of the country's top scientists."
Environmental Benefit,electric cars and climate change,How motorsport's modern-day Spanish explorer plans to change the way we race forever,"In just two days' time a sport kicks off its first event with an aim like no other, at a time like no other."
Environmental Benefit,electric cars and climate change,BrightDrop isn’t just selling electric vans — it’s redesigning delivery,"CEO Travis Katz is running a sustainable delivery startup, working to make same-day packages green from within century-old car company General Motors."
Environmental Benefit,electric cars and climate change,The Polestar 2 bests the Tesla Model 3 in drivability and enjoyment,"I enjoy driving the Polestar 2 more than the Tesla Model 3. The Polestar 2 is more comfortable, seemingly better built, and has a better infotainment system. In all the traditional automotive metrics, it’s a better car, and yet I find it hard to recommend ove…"
Environmental Benefit,electric cars and climate change,Sir David Attenborough named Champion of the Earth by UN,The broadcaster is recognised for his devotion to telling stories about the natural world.
Environmental Benefit,electric cars and climate change,Automakers urge greater government investment to meet Biden’s EV sales target,"President Joe Biden is expected to set an ambitious new target for half of all new auto sales in the U.S. to be low- or zero-emission by 2030, a plan that has received tentative support from the Big Three automakers pending what they say will require hefty go…"
Environmental Benefit,electric cars and climate change,New stimulus bill includes $35.2 billion for new energy initiatives,"The new economic stimulus proposal that has been approved by Congress includes roughly $35.2 billion for energy initiatives, according to summary documents seen by TechCrunch. “This is probably the biggest energy bill we’ve seen in a decade,” said policy anal…"
Environmental Benefit,electric cars and climate change,France protests: Will the environment be the true victim of the fuel-tax riots?,Campaigners warn nationwide protests over tax rises will only damage the country's green agenda.
Environmental Benefit,electric cars and climate change,"The 2021 Volkswagen ID. 4 ticks all the boxes, except one","Volkswagen, once a dabbler in electric vehicles, is now betting its future on the technology. And the new Volkswagen ID.4 — a five-passenger, fully-electric crossover with a starting price of $33,995 (before federal or state incentives) — is its first global …"
Environmental Benefit,electric cars and climate change,The Station: The biggest SPAC ever and reading the micromobility permit tea leaves,"The Station is a weekly newsletter dedicated to all things transportation. Sign up here — just click The Station — to receive it every weekend in your inbox. Hi there, new and returning readers. This is The Station, a weekly newsletter dedicated to all the wa…"
Environmental Benefit,electric cars and climate change,VC and former politician Steve Westly is feeling electrified right now; here’s why,"A former controller and CFO of the state of California, Steve Westly is passionate about government. The onetime eBay exec and early Tesla board member has also been a proponent of clean energy for roughly 30 years, so he’s feeling optimistic right now, with …"
Environmental Benefit,electric cars and climate change,The best science long reads of 2019,A selection of the best science and environment features published this year.
Environmental Benefit,electric cars and climate change,The Station: COVID’s effect on car ownership,"The Station is a weekly newsletter dedicated to all things transportation. Sign up here — just click The Station — to receive it every weekend in your inbox. Hello and welcome back to The Station, a newsletter dedicated to all the present and future ways peop…"
Environmental Benefit,electric cars and climate change,Startups have about $1 trillion worth of reasons to love the Biden infrastructure plan,The sweeping infrastructure package put forward today by President Joe Biden comes with a price tag of roughly $2 trillion (and hefty tax hikes) but gives startups and the broader tech industry about $1 trillion worth of reasons to support it. Tech companies …
Environmental Benefit,electric cars and climate change,How to keep the bike boom from fizzling out,"A record number of new bikes were sold in 2020, but it will take a concerted effort to keep people riding. Protected bike lanes, new car regulations, and a commitment from elected leaders to replace car trips with bikes all need to be on the table to keep the…"
Environmental Benefit,electric cars and climate change,The tough calculus of emissions and the future of EVs,"Mark Mills Contributor Share on Twitter Mark Mills is the author of the forthcoming book, ""The Cloud Revolution: How the Convergence of New Technologies Will Unleash the Next Economic Boom and a Roaring 2020s."" He is a senior fellow at the Manhattan Institute…"
Environmental Benefit,electric cars and climate change,Air pollution: How does London's new emissions zone compare?,"New restrictions on drivers come into force in central London today, so how do these compare with the rest of the word?"
Environmental Benefit,electric cars and climate change,"Climate change: Road plans will scupper CO2 targets, report says",The majority of emissions cuts from electric cars will be wiped out by new road-building.
Environmental Benefit,electric cars and climate change,Nevada lithium mine leads to 'green colonialism' accusations,The rush to mine lithium for car batteries is dividing environmental and native American communities.
Environmental Benefit,electric cars and climate change,Climate Change: Half US cars to be zero-emission by 2030 - Biden,Cars produce nearly a third of US carbon emissions and sales of electric vehicles lag behind Europe.
Environmental Benefit,electric cars and climate change,"Tires are saving us — and killing us, too","Tires create a lot of harm to the environment. Thankfully, most major manufacturers are actively exploring ways to lower their environmental impact, just in time for the onslaught of heavy EVs."
Environmental Benefit,electric cars and climate change,Cerberus heatwave: Hot weather sweeps across southern Europe,"The heatwave could potentially lead to record-breaking temperatures, forecasters say."
Environmental Benefit,electric cars and climate change,Fossil fuels: Can humanity really kick its addiction?,"Will the transition to a new clean energy system happen quickly, or will we fry the planet first?"
Environmental Benefit,electric cars and climate change,Why does President Trump want to mine on the Moon?,The US President signed an order this week stating Americans had rights to use resources in space.
Environmental Benefit,electric cars and climate change,Who will pay for Indonesia's clean energy bill?,The G20 is expected to unveil a climate deal to speed up Indonesia's transition to clean energy.
Environmental Benefit,electric cars and climate change,"By endorsing Trump, Elon Musk is gambling with Tesla’s future","Elon Musk’s endorsement of Donald Trump could endanger Tesla, especially as the company is going through a sales slump."
Environmental Benefit,electric cars and climate change,"The Station: the 2021 predictions issue, part two","The Station is a weekly newsletter dedicated to all things transportation. Sign up here — just click The Station — to receive it every Sunday in your inbox.  Hi friends and new readers, welcome back to The Station, a newsletter dedicated to all the present an…"
Environmental Benefit,electric cars and climate change,"Transportation on the ballot, Softbank parks its money in REEF and Tesla Tequila arrives","The Station is a weekly newsletter dedicated to all things transportation. Sign up here — just click The Station — to receive it every Saturday in your inbox. Welcome back to The Station, a newsletter dedicated to all the present and future ways people and pa…"
Environmental Benefit,electric cars and climate change,How Top Gear overcame its 'problem phase',How the BBC Two motoring show turned its fortunes around after a turbulent few years.
Environmental Benefit,electric cars and climate change,"Climate change: Set target to cut car use, minister told","Shifting to electric vehicles will still leave the UK with transport problems, a report says."
Environmental Benefit,electric cars and climate change,Driving equality - how women and men compared in Extreme-E opener,"In a brand new motorsport promoting equality between women and men, how did their performances compare in the first of five X-Prixs?"
Environmental Benefit,electric cars and climate change,Wands revive memories of the smart home dream,"Lights, heating and fridges were all supposed to be internet connected, but it never really happened. Why?"
Environmental Benefit,electric cars and climate change,Climate change: Electric trucks 'can compete with diesel ones',"Heavy goods vehicles powered by batteries can compete with diesel ones, say researchers."
Environmental Benefit,electric cars and climate change,Lords urge action on electric car 'misinformation',The Lords Climate Change Committee called on the government to push back against mistruths on range and cost.
Environmental Benefit,electric cars and climate change,"Europe will go it alone on digital tax reform in 2021 if it must, says EU president, as bloc directs €150BN in COVID-19 relief toward cloud, AI and broadband","Europe will propose its own digital tax early next year if there’s no agreement at a global level on how to update taxation rules for the Internet age, EU president Ursula von der Leyen said today, reiterating the bloc’s determination not to let tax reform sl…"
Environmental Benefit,electric cars and climate change,Elon Musk: The man who sent his sports car into space,Elon Musk just launched the world's most powerful rocket. It's only a fraction of what he's up to.
Environmental Benefit,electric cars and climate change,Climate change: 'Bath sponge' breakthrough could boost cleaner cars,A new aluminium-based material could make hydrogen-powered cars more practical and less expensive.
Environmental Benefit,electric cars and climate change,Electric car emissions myth 'busted',"Fears that electric cars could actually increase carbon emissions are a baseless, a study suggests."
Environmental Benefit,electric cars and climate change,Climate change: Lockdown has 'negligible' effect on temperatures,"New research says that the lockdown, by itself, will make little difference to climate change."
Environmental Benefit,electric cars and climate change,The return of neighborhood retail and other surprising real estate trends,"As shocking as it sounds, we could be entering a much better era for small, local businesses."
Environmental Benefit,electric cars and climate change,"Electric cars will leave hole in tax revenues, says Treasury",The Treasury says taxes must rise or services cut to compensate for the loss of fuel tax income.
Environmental Benefit,electric cars and climate change,Climate change: Scientists fear car surge will see CO2 rebound,"An analysis shows a huge daily CO2 drop, but a return to car travel may see emissions rebound."
Environmental Benefit,electric cars and climate change,Flex manufactures everything from hair dryers to the Mac Pro — what’s next?,"Flex CEO Revathi Advaithi on the many things Flex manufactures, building during a global chip shortage, and what content moderation looks like for physical products."
Environmental Benefit,electric cars and climate change,General Election 2019: What are the challenges for the UK's economy?,Brexit dominates the headlines - but the UK economy faces many other important challenges.
Environmental Benefit,electric cars and climate change,"Young will pick up climate change bill, advisers warn","Without action on climate change, the coming generation will pay much more to curb emissions, a UK report says."
Environmental Benefit,electric cars and climate change,COP28: Five reasons for optimism on climate,"Amid all the doom and gloom on climate change, there are some good reasons for cautious optimism."
Environmental Benefit,electric cars and climate change,Climate change: Low-carbon revolution 'cheaper than thought',The UK can make major cuts to carbon emissions more cheaply than previously thought.
Environmental Benefit,electric cars and climate change,The indigenous groups fighting the quest for 'white gold',Indigenous communities in northern Argentina are determined to protect the land from lithium mining.
Environmental Benefit,electric cars and climate change,Cars and coal help drive 'strong' CO2 rise in 2018,"CO2 emissions hit an all time high, rising nearly 3% in 2018 thanks to coal and a booming global market for cars."
Environmental Benefit,electric cars and climate change,Seven ways to curb climate change,What are the practical things countries need to do in order to tackle climate change?
General Pro,electric vehicles sustainability,"GM details 12 upcoming electric vehicles from Cadillac, GMC, Chevrolet, and Buick","General Motors is on track to deliver 20 electric vehicles by 2023, the company said in its latest sustainability report. That includes models for nearly all of its brands, including Cadillac, GMC, Chevrolet, and Buick. Most of these vehicles utilize GM’s new…"
General Pro,electric vehicles sustainability,Volvo to sell only all-electric vehicles by 2030,"Volvo Cars said it will only make and sell all-electric vehicles by 2030, as part of a broader transformation of the automaker that will include shifting sales online. “The key to sustainability is electrification, said Volvo Cars CEO Håkan Samuelsson during …"
General Pro,electric vehicles sustainability,"Flipkart to deploy over 25,000 electric vehicles by 2030","India’s Flipkart said on Wednesday it will deploy more than 25,000 electric vehicles in its supply chain by 2030 as the Walmart-owned e-commerce giant looks to achieve a 100% transition to electric mobility in the next 10 years. The Bangalore-headquartered fi…"
General Pro,electric vehicles sustainability,GM is planning a full-size electric pickup truck,"According to its just-released sustainability report, GM is planning a full-size electric Chevrolet pickup truck with 400 miles of range. It’s not clear when the truck will be available or what its price tag will be."
General Pro,electric vehicles sustainability,"FedEx is adding 1,000 Chanje vans to electrify its fleet","FedEx is turning to a relatively new and unknown startup as it ramp up its efforts to electrify its fleet of delivery vans. The company announced Tuesday plans to add 1,000 electric delivery vehicles from Chanje Energy, a California-based and China-backed sta…"
General Pro,electric vehicles sustainability,Tesla reaches deal to build electric vehicle factory in China,"Tesla has reached a deal with the Shanghai government to build a factory capable of producing 500,000 electric vehicles a year. The factory would be the automaker’s second assembly plant and aimed at serving the alluring Chinese market. Tesla and the Shanghai…"
General Pro,electric vehicles sustainability,"Uber’s annual product event will focus on travel, sustainability",Uber’s annual product event will be held on May 16th. The company plans on making announcements related to travel and sustainability.
General Pro,electric vehicles sustainability,America’s cheapest electric vehicles are coming courtesy of Chinese automaker Kandi,Chinese electric vehicle and parts manufacturer Kandi Technologies Group is officially bringing two EVs to the United States through its subsidiary Kandi America — news that has prompted run up in its share price in the past day.  Kandi shares opened at $3.88…
General Pro,electric vehicles sustainability,"Hyundai Motor Group unveils its hydrogen strategy, plans to offer fuel cell versions of commercial cars by 2028","Hyundai Motor Group is backing hydrogen as a top energy solution for sustainability. With its new fuel cell system that it plans to launch in the next few years, the South Korean automaker said it will provide hydrogen fuel cell versions for all its commercia…"
General Pro,electric vehicles sustainability,Google wants to be at the center of all your climate change decisions,"Google is rolling out a host of new updates aimed at helping people buy electric vehicles and heat pumps, and cities better plan for climate disasters."
General Pro,electric vehicles sustainability,Volvo to roll out a new electric vehicle every year through 2025,"Volvo Cars used the unveiling of the XC40 Recharge, its first electric vehicle, to lay out an ambitious business strategy that includes introducing out a new EV every year through 2025 and slashing the carbon footprint of the lifecycle of every car and SUV it…"
General Pro,electric vehicles sustainability,Ford invests $500m in Rivian and intends to build a vehicle on Rivian’s EV platform,"Rivian today announced a major investment from Ford. The 115-year old automaker is investing $500 million into the Michigan-based EV startup. Along with the cash, Ford announced plans to build a vehicle on Rivian’s electric vehicle platform. “This strategic p…"
General Pro,electric vehicles sustainability,"Lime is shutting down car rental service, LimePod","Transportation startup Lime is shutting down LimePod, its car-sharing service that it launched last November in Seattle. Lime plans to start removing its vehicles from the streets of Seattle next month and will completely shut down the service by the end of t…"
General Pro,electric vehicles sustainability,RidePanda wants to be your ‘one-stop shop’ for electric bikes and scooters,"RidePanda is a new online marketplace for electric bikes, scooters, and mopeds. Created by two veterans of scooter companies like Lime, Bird, and Scoot, RidePanda offers expert commentary, reviews, financing, and repair assistance to help make micromobility s…"
General Pro,electric vehicles sustainability,"Lime and Scoot veterans have built Ridepanda, a one-stop micromobility marketplace","Chinmay Malaviya and Charlie Depman found themselves at the center of the shared micromobility industry just as it took off, working for companies like Bird, Lime and Scoot. They experienced a rollercoaster ride of venture funding and skyrocketing demand, pro…"
General Pro,electric vehicles sustainability,Sequoia India and Accel back on-demand scooter startup in $12.2M deal,"Two of India’s most prominent VCs are backing a motorbike on-demand service after Sequoia India and Accel led a $12.2 million investment in Metro Bikes. Sequoia India and Accel were joined in the round by Raghunandan G, who founded TaxiForSure which sold to O…"
General Pro,electric vehicles sustainability,The Urban.Us and BMW Mini accelerator focused on urban innovation names its latest cohort,"URBAN-X, the accelerator program focused on companies developing technologies to increase the sustainability, resiliency, and efficiency of cities, has selected seven companies for its latest cohort. Operating as a partnership between BMW’s Mini brand and the…"
General Pro,electric vehicles sustainability,"While eyeing a SPAC, Swedish autonomous EV company Einride nears $75 million in new funding","Swedish autonomous electric vehicle startup Einride is aiming to continue the momentum  sparked by partnerships with Oatly and Lidl,  by seeking additional capital, TechCrunch has learned.  Einride is seeking $75 million in new financing, while at the same ti…"
General Pro,electric vehicles sustainability,Norrsken Foundation is closing on an oversubscribed impact venture fund at 125 million euros,"About four years ago, social impact organization Norrsken Foundation launched a small program investing around EUR30 million in capital it had received from its wealthy patron, Klarna co-founder Niklas Adalberth. Now, that initiative has become its own impact…"
General Pro,electric vehicles sustainability,Why Amazon and Panasonic are betting on this battery recycling startup,"JB Straubel, the Tesla co-founder and former CTO, is often cast as the humble and pioneering engineer, the quiet one who toiled away in the background for 15 years on some of the company’s most important technologies. That characterization — which intensified…"
General Pro,electric vehicles sustainability,Why South Africa-based car subscription company Planet42 is going carbon neutral,"Since ride-hailing companies like Uber and Bolt disrupted the transportation industry, one of the thorns on their sides has been traffic congestion and pollution. Research has shown that trips from ride-hailing cars have more emissions than those from persona…"
General Pro,electric vehicles sustainability,Ford micromobility subsidiary Spin launches first in-house built e-scooter,"Spin, Ford’s micromobility subsidiary, has launched its first custom designed and built electric scooter. The company says the S-100T scooters are its safest and longest lasting, two qualities that it hopes will attract the attention of cities as it aims its …"
General Pro,electric vehicles sustainability,Daily Crunch: COVID-19 vaccine trials show promise,"Vaccine researchers have some good news, Google Maps adds end-to-end bikesharing directions and Roblox launches a new virtual event platform. Here’s your Daily Crunch for July 20, 2020. The big story: COVID-19 vaccine trials show promise Two vaccine trials — …"
General Pro,electric vehicles sustainability,"Light is the key to long-range, fully autonomous EVs",Photonic computing technology is on the brink of being commercially available and has the potential to supercharge the current roadmap of autonomous driving while also reducing its carbon footprint.
General Pro,electric vehicles sustainability,Update: Amazon announces $2 billion Climate Pledge Fund,"Update: This post has been updated to indicate that although Rodrigo Prudencio’s profile on LinkedIn stated, “I lead investments for Amazon’s $2B Climate Pledge Fund” the fund is led by Matt Peterson on Amazon’s corporate development team and and Kara Hurst, …"
General Pro,electric vehicles sustainability,"With a rumored deal for Joby Aviation and Archer’s SPAC, making electric aircraft is now a $10 billion business","One year after nabbing $590 million from investors led by Toyota, and a few months after picking up Uber’s flying taxi business, Joby Aviation is reportedly in talks to go public in a SPAC deal that would value the electric plane manufacturer at nearly $5.7 b…"
General Pro,electric vehicles sustainability,"Walmart, Ikea, and Amazon have a dirty shipping problem","A new report is the first to trace greenhouse gas emissions and air pollution from container shipping back to major US retailers. Just fifteen companies including Walmart, Target, Ikea, and Amazon are responsible for more pollution at sea than tens of million…"
General Pro,electric vehicles sustainability,Zūm wins $150M from San Francisco schools to modernize and electrify student transport,"The San Francisco Unified School District (SFUSD) has awarded Zūm, a startup that wants to upgrade student transportation, a five-year $150 million contract to modernize its transport service throughout the district.  Zūm, which already operates its rideshare…"
General Pro,electric vehicles sustainability,Beyond Meat opens its first production plant in China,"About a year after Beyond Meat debuted in China on Starbucks’s menu, the Californian plant-based protein company opened a production facility near Shanghai to tap the country’s supply chain resources and potentially reduce the carbon footprint of its products…"
General Pro,electric vehicles sustainability,48 hours left to save on TC Sessions: Mobility 2020,"Don’t you just love the feeling you get when crossing a task off your to-do list? It’s exponentially bigger and better when you can save $100 at the same time. Here’s the thing — you have just 48 hours to buy an early-bird pass to TC Sessions: Mobility 2020, …"
General Pro,electric vehicles sustainability,"How Jeep is going electric, with CEO Christian Meunier","Jeep CEO Christian Meunier talks about the new plug-in hybrid Jeep Grand Cherokee 4xe, the plug-in hybrid Wrangler, national charging networks, and the decision to use Fire TV in the car."
General Pro,electric vehicles sustainability,Nikola wins $2 million DOE grant after founder’s indictment,Troubled hydrogen trucking startup Nikola has won a $2 million grant from the Department of Energy to further develop autonomous refueling. It’s one of many grants and loans that are likely to come to the clean tech space under President Biden.
General Pro,electric vehicles sustainability,Redwood Materials will recycle stationary storage batteries as it expands its scope,Redwood Materials is recycling a 4MWh energy substation in Kauai as it expands the scope of batteries it processes. The company aims to grow beyond just EV and e-bike batteries into larger facilities.
General Pro,electric vehicles sustainability,"Bird is pulling its scooters out of ‘several dozen’ cities, but it won’t say which ones","Bird is exiting Germany, Sweden, and Norway entirely, as well as “several dozen” small and medium-sized cities in the US, Europe, the Middle East, and Africa."
General Pro,electric vehicles sustainability,Announcing the final agenda for TC Sessions: Mobility 2020,"TC Sessions: Mobility is back and we’re excited to give the final look of what and who is coming to the main stage. Before we get into who is coming, let’s tackle one important change from our 2019 inaugural event: this year, TC Sessions: Mobility will be vir…"
